file_name	gene_id
CD47.6653.58.3.tsv	ENSG00000196776
CD48.3292.75.1.tsv	ENSG00000117091
CD5.14065.11.3.tsv	ENSG00000110448
CD55.5069.9.3.tsv	ENSG00000196352
CD58.10938.13.3.tsv	ENSG00000116815
CD59.11514.196.3.tsv	ENSG00000085063
CD63.9190.7.3.tsv	ENSG00000135404
CD70.5807.77.3.tsv	ENSG00000125726
CD70.8762.38.3.tsv	ENSG00000125726
CD74.6974.6.3.tsv	ENSG00000019582
CD74.8748.45.3.tsv	ENSG00000019582
CD79A.7796.10.3.tsv	ENSG00000105369
CD79B.6351.55.3.tsv	ENSG00000007312
CD80.2603.61.2.tsv	ENSG00000121594
CD84.3642.4.1.tsv	ENSG00000066294
CD84.8770.136.3.tsv	ENSG00000066294
CD86.5337.64.3.tsv	ENSG00000114013
CD8B.9310.2.3.tsv	ENSG00000172116
CD93.11200.52.3.tsv	ENSG00000125810
CD93.14136.234.3.tsv	ENSG00000125810
CD96.9735.44.3.tsv	ENSG00000153283
CD97.2822.56.2.tsv	ENSG00000123146
CDC2.CCNB1.3422.4.2.tsv	ENSG00000062822
CDC25B.12427.8.3.tsv	ENSG00000101224
CDC42.9840.2.3.tsv	ENSG00000070831
CDC42BPA.12706.2.3.tsv	ENSG00000143776
CDC42BPB.3629.60.4.tsv	ENSG00000198752
CDCP1.6565.68.3.tsv	ENSG00000163814
CDH1.2501.51.3.tsv	ENSG00000039068
CDH12.10701.30.3.tsv	ENSG00000154162
CDH12.3656.9.1.tsv	ENSG00000154162
CDH15.11215.6.3.tsv	ENSG00000129910
CDH15.5410.53.3.tsv	ENSG00000129910
CDH2.3797.1.1.tsv	ENSG00000170558
CDH3.2643.57.2.tsv	ENSG00000062038
CDH5.2819.23.2.tsv	ENSG00000179776
CDH7.7959.34.3.tsv	ENSG00000081138
CDHR1.8372.29.3.tsv	ENSG00000148600
CDHR3.8222.49.3.tsv	ENSG00000128536
CDHR3.9463.26.3.tsv	ENSG00000128536
CDHR5.9962.1.3.tsv	ENSG00000099834
CDK2.CCNA2.3357.67.2.tsv	ENSG00000123374
CDK2AP1.9450.18.3.tsv	ENSG00000111328
